#,Name,Moves
203,girafarig,"['razor-wind', 'stomp', 'double-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'psybeam', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'confusion', 'psychic', 'agility', 'mimic', 'double-team', 'light-screen', 'reflect', 'swift', 'amnesia', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'foresight', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'mirror-coat', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'beat-up', 'uproar', 'facade', 'trick', 'wish', 'magic-coat', 'recycle', 'skill-swap', 'secret-power', 'hyper-voice', 'astonish', 'odor-sleuth', 'signal-beam', 'calm-mind', 'shock-wave', 'gravity', 'natural-gift', 'assurance', 'power-swap', 'guard-swap', 'sucker-punch', 'energy-ball', 'nasty-plot', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'double-hit', 'psyshock', 'telekinesis', 'foul-play', 'round', 'echoed-voice', 'retaliate', 'bulldoze', 'work-up', 'confide', 'dazzling-gleam']"
204,pineco,"['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'pin-missile', 'counter', 'strength', 'solar-beam', 'string-shot', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'bide', 'self-destruct', 'swift', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'spikes', 'sandstorm', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'rapid-spin', 'sweet-scent', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'revenge', 'secret-power', 'rock-tomb', 'sand-tomb', 'iron-defense', 'gravity', 'gyro-ball', 'natural-gift', 'payback', 'power-trick', 'toxic-spikes', 'captivate', 'stealth-rock', 'bug-bite', 'venoshock', 'round', 'struggle-bug', 'bulldoze', 'drill-run', 'confide']"
205,forretress,"['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'counter', 'strength', 'solar-beam', 'string-shot', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'bide', 'self-destruct', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'spikes', 'zap-cannon', 'sandstorm', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'rapid-spin', 'sweet-scent', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'secret-power', 'rock-tomb', 'signal-beam', 'iron-defense', 'block', 'gravity', 'gyro-ball', 'natural-gift', 'payback', 'toxic-spikes', 'magnet-rise', 'rock-polish', 'giga-impact', 'mirror-shot', 'flash-cannon', 'captivate', 'stealth-rock', 'bug-bite', 'venoshock', 'autotomize', 'heavy-slam', 'round', 'volt-switch', 'struggle-bug', 'bulldoze', 'drill-run', 'confide']"
206,dunsparce,"['bind', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'bite', 'flamethrower', 'ice-beam', 'blizzard', 'counter', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'screech', 'double-team', 'defense-curl', 'bide', 'fire-blast', 'glare', 'dream-eater', 'rest', 'rock-slide', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'flail', 'spite', 'protect', 'mud-slap', 'zap-cannon', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'rock-smash', 'facade', 'magic-coat', 'yawn', 'endeavor', 'secret-power', 'astonish', 'rock-tomb', 'calm-mind', 'shock-wave', 'water-pulse', 'roost', 'gyro-ball', 'natural-gift', 'trump-card', 'last-resort', 'poison-jab', 'aqua-tail', 'zen-headbutt', 'captivate', 'stealth-rock', 'charge-beam', 'coil', 'round', 'hex', 'incinerate', 'retaliate', 'bulldoze', 'wild-charge', 'drill-run', 'confide']"
207,gligar,"['guillotine', 'razor-wind', 'swords-dance', 'cut', 'wing-attack', 'sand-attack', 'headbutt', 'double-edge', 'poison-sting', 'counter', 'strength', 'earthquake', 'dig', 'toxic', 'agility', 'quick-attack', 'mimic', 'screech', 'double-team', 'harden', 'swift', 'dream-eater', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'protect', 'feint-attack', 'sludge-bomb', 'detect', 'sandstorm', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'iron-tail', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'torment', 'facade', 'taunt', 'brick-break', 'knock-off', 'secret-power', 'rock-tomb', 'sky-uppercut', 'sand-tomb', 'aerial-ace', 'poison-tail', 'roost', 'natural-gift', 'feint', 'tailwind', 'u-turn', 'payback', 'fling', 'power-trick', 'rock-polish', 'poison-jab', 'dark-pulse', 'night-slash', 'aqua-tail', 'x-scissor', 'earth-power', 'rock-climb', 'defog', 'cross-poison', 'stone-edge', 'captivate', 'stealth-rock', 'bug-bite', 'hone-claws', 'venoshock', 'round', 'acrobatics', 'struggle-bug', 'bulldoze', 'confide']"
208,steelix,"['cut', 'bind', 'slam', 'headbutt', 'tackle', 'body-slam', 'double-edge', 'roar', 'hyper-beam', 'strength', 'rock-throw', 'earthquake', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'defense-curl', 'self-destruct', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'twister', 'sunny-day', 'crunch', 'psych-up', 'ancient-power', 'rock-smash', 'torment', 'facade', 'nature-power', 'taunt', 'secret-power', 'mud-sport', 'rock-tomb', 'block', 'gyro-ball', 'natural-gift', 'payback', 'magnet-rise', 'rock-polish', 'dark-pulse', 'aqua-tail', 'dragon-pulse', 'earth-power', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'flash-cannon', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'autotomize', 'smack-down', 'round', 'bulldoze', 'dragon-tail', 'confide']"
209,snubbull,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'leer', 'bite', 'roar', 'flamethrower', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'metronome', 'lick', 'fire-blast', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'feint-attack', 'sludge-bomb', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'present', 'frustration', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'torment', 'facade', 'focus-punch', 'smelling-salts', 'taunt', 'superpower', 'brick-break', 'secret-power', 'hyper-voice', 'fake-tears', 'overheat', 'bulk-up', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'close-combat', 'payback', 'fling', 'last-resort', 'thunder-fang', 'ice-fang', 'fire-fang', 'captivate', 'round', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'wild-charge', 'snarl', 'play-rough', 'confide', 'dazzling-gleam', 'power-up-punch']"
210,granbull,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'roar', 'flamethrower', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'metronome', 'lick', 'fire-blast', 'rest', 'rock-slide', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'zap-cannon', 'detect', 'outrage', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'torment', 'facade', 'focus-punch', 'taunt', 'superpower', 'brick-break', 'secret-power', 'hyper-voice', 'overheat', 'rock-tomb', 'bulk-up', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'payback', 'fling', 'last-resort', 'focus-blast', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'rock-climb', 'stone-edge', 'captivate', 'round', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'wild-charge', 'snarl', 'play-rough', 'confide', 'dazzling-gleam', 'power-up-punch']"
211,qwilfish,"['swords-dance', 'headbutt', 'tackle', 'take-down', 'double-edge', 'poison-sting', 'pin-missile', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'thunder-wave', 'toxic', 'mimic', 'double-team', 'harden', 'minimize', 'defense-curl', 'haze', 'self-destruct', 'waterfall', 'swift', 'bubble', 'explosion', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'sludge-bomb', 'spikes', 'destiny-bond', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'shadow-ball', 'whirlpool', 'stockpile', 'spit-up', 'hail', 'facade', 'taunt', 'revenge', 'secret-power', 'dive', 'astonish', 'signal-beam', 'bounce', 'shock-wave', 'water-pulse', 'gyro-ball', 'brine', 'natural-gift', 'payback', 'toxic-spikes', 'poison-jab', 'aqua-tail', 'captivate', 'aqua-jet', 'venoshock', 'sludge-wave', 'acid-spray', 'round', 'scald', 'fell-stinger', 'confide']"
212,scizor,"['razor-wind', 'swords-dance', 'cut', 'headbutt', 'double-edge', 'leer', 'hyper-beam', 'counter', 'strength', 'toxic', 'agility', 'quick-attack', 'mimic', 'double-team', 'light-screen', 'focus-energy', 'swift', 'rest', 'slash', 'substitute', 'thief', 'snore', 'curse', 'protect', 'detect', 'sandstorm', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pursuit', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'superpower', 'brick-break', 'knock-off', 'secret-power', 'silver-wind', 'aerial-ace', 'iron-defense', 'roost', 'natural-gift', 'feint', 'tailwind', 'u-turn', 'fling', 'night-slash', 'x-scissor', 'giga-impact', 'bullet-punch', 'flash-cannon', 'defog', 'iron-head', 'captivate', 'bug-bite', 'double-hit', 'ominous-wind', 'venoshock', 'round', 'acrobatics', 'struggle-bug', 'confide']"
213,shuckle,"['bind', 'headbutt', 'body-slam', 'wrap', 'double-edge', 'acid', 'strength', 'string-shot', 'rock-throw', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'withdraw', 'defense-curl', 'bide', 'constrict', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'encore', 'sweet-scent', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'facade', 'helping-hand', 'knock-off', 'secret-power', 'rock-tomb', 'sand-tomb', 'rock-blast', 'gyro-ball', 'natural-gift', 'acupressure', 'power-trick', 'gastro-acid', 'rock-polish', 'earth-power', 'stone-edge', 'captivate', 'stealth-rock', 'bug-bite', 'guard-split', 'power-split', 'venoshock', 'smack-down', 'sludge-wave', 'after-you', 'round', 'shell-smash', 'final-gambit', 'struggle-bug', 'bulldoze', 'sticky-web', 'confide', 'infestation']"
214,heracross,"['swords-dance', 'cut', 'headbutt', 'horn-attack', 'fury-attack', 'tackle', 'body-slam', 'take-down', 'double-edge', 'pin-missile', 'leer', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'harden', 'bide', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'flail', 'reversal', 'protect', 'detect', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'helping-hand', 'revenge', 'brick-break', 'knock-off', 'secret-power', 'arm-thrust', 'rock-tomb', 'bullet-seed', 'aerial-ace', 'iron-defense', 'bulk-up', 'rock-blast', 'natural-gift', 'feint', 'close-combat', 'fling', 'night-slash', 'vacuum-wave', 'focus-blast', 'giga-impact', 'shadow-claw', 'stone-edge', 'captivate', 'bug-bite', 'venoshock', 'smack-down', 'round', 'chip-away', 'retaliate', 'struggle-bug', 'bulldoze', 'work-up', 'confide']"
215,sneasel,"['ice-punch', 'scratch', 'swords-dance', 'cut', 'headbutt', 'double-edge', 'leer', 'bite', 'surf', 'ice-beam', 'blizzard', 'low-kick', 'counter', 'strength', 'dig', 'toxic', 'agility', 'quick-attack', 'mimic', 'screech', 'double-team', 'defense-curl', 'reflect', 'swift', 'dream-eater', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'feint-attack', 'mud-slap', 'foresight', 'icy-wind', 'detect', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'pursuit', 'iron-tail', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'whirlpool', 'beat-up', 'fake-out', 'hail', 'torment', 'facade', 'focus-punch', 'taunt', 'assist', 'brick-break', 'knock-off', 'snatch', 'secret-power', 'crush-claw', 'aerial-ace', 'calm-mind', 'natural-gift', 'feint', 'payback', 'embargo', 'fling', 'punishment', 'poison-jab', 'dark-pulse', 'x-scissor', 'avalanche', 'ice-shard', 'shadow-claw', 'captivate', 'double-hit', 'hone-claws', 'low-sweep', 'foul-play', 'round', 'retaliate', 'snarl', 'icicle-crash', 'confide', 'power-up-punch']"
216,teddiursa,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'swords-dance', 'cut', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'roar', 'counter', 'seismic-toss', 'strength', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'focus-energy', 'metronome', 'lick', 'swift', 'fury-swipes', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'protect', 'feint-attack', 'belly-drum', 'mud-slap', 'zap-cannon', 'endure', 'charm', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'sweet-scent', 'metal-claw', 'hidden-power', 'cross-chop', 'rain-dance', 'sunny-day', 'crunch', 'rock-smash', 'torment', 'facade', 'focus-punch', 'taunt', 'superpower', 'brick-break', 'yawn', 'secret-power', 'hyper-voice', 'fake-tears', 'rock-tomb', 'aerial-ace', 'bulk-up', 'covet', 'natural-gift', 'close-combat', 'payback', 'fling', 'last-resort', 'night-slash', 'seed-bomb', 'shadow-claw', 'gunk-shot', 'captivate', 'hone-claws', 'round', 'chip-away', 'retaliate', 'bulldoze', 'work-up', 'play-rough', 'play-nice', 'confide', 'baby-doll-eyes', 'power-up-punch']"
217,ursaring,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'swords-dance', 'cut', 'mega-kick', 'headbutt', 'body-slam', 'thrash', 'double-edge', 'leer', 'roar', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'metronome', 'lick', 'swift', 'fury-swipes', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'feint-attack', 'mud-slap', 'zap-cannon', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'sweet-scent', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'uproar', 'torment', 'facade', 'focus-punch', 'taunt', 'superpower', 'brick-break', 'secret-power', 'hyper-voice', 'fake-tears', 'rock-tomb', 'aerial-ace', 'bulk-up', 'covet', 'hammer-arm', 'natural-gift', 'payback', 'fling', 'last-resort', 'seed-bomb', 'focus-blast', 'giga-impact', 'avalanche', 'shadow-claw', 'rock-climb', 'gunk-shot', 'stone-edge', 'captivate', 'hone-claws', 'smack-down', 'round', 'retaliate', 'bulldoze', 'work-up', 'play-nice', 'confide', 'power-up-punch']"
218,slugma,"['body-slam', 'double-edge', 'ember', 'flamethrower', 'rock-throw', 'toxic', 'mimic', 'double-team', 'recover', 'harden', 'smokescreen', 'defense-curl', 'light-screen', 'reflect', 'self-destruct', 'smog', 'fire-blast', 'amnesia', 'acid-armor', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'stockpile', 'spit-up', 'swallow', 'heat-wave', 'will-o-wisp', 'memento', 'facade', 'nature-power', 'yawn', 'secret-power', 'overheat', 'rock-tomb', 'iron-defense', 'natural-gift', 'guard-swap', 'earth-power', 'lava-plume', 'captivate', 'flame-burst', 'flame-charge', 'after-you', 'round', 'clear-smog', 'incinerate', 'inferno', 'confide', 'infestation']"
219,magcargo,"['body-slam', 'double-edge', 'ember', 'flamethrower', 'hyper-beam', 'strength', 'solar-beam', 'rock-throw', 'earthquake', 'toxic', 'mimic', 'double-team', 'recover', 'harden', 'defense-curl', 'light-screen', 'reflect', 'self-destruct', 'smog', 'fire-blast', 'amnesia', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'heat-wave', 'will-o-wisp', 'facade', 'nature-power', 'yawn', 'secret-power', 'overheat', 'rock-tomb', 'iron-defense', 'gyro-ball', 'natural-gift', 'rock-polish', 'earth-power', 'giga-impact', 'lava-plume', 'stone-edge', 'captivate', 'stealth-rock', 'smack-down', 'flame-burst', 'flame-charge', 'after-you', 'round', 'clear-smog', 'shell-smash', 'incinerate', 'bulldoze', 'confide', 'infestation']"
220,swinub,"['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'bite', 'roar', 'mist', 'ice-beam', 'blizzard', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'amnesia', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'powder-snow', 'protect', 'mud-slap', 'icy-wind', 'detect', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'hail', 'facade', 'superpower', 'endeavor', 'secret-power', 'mud-sport', 'odor-sleuth', 'rock-tomb', 'icicle-spear', 'mud-shot', 'natural-gift', 'earth-power', 'avalanche', 'ice-shard', 'mud-bomb', 'captivate', 'stealth-rock', 'round', 'bulldoze', 'icicle-crash', 'freeze-dry', 'confide']"
221,piloswine,"['headbutt', 'horn-attack', 'fury-attack', 'body-slam', 'take-down', 'thrash', 'double-edge', 'roar', 'mist', 'ice-beam', 'blizzard', 'hyper-beam', 'peck', 'strength', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'amnesia', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'powder-snow', 'protect', 'mud-slap', 'icy-wind', 'detect', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'hail', 'facade', 'superpower', 'endeavor', 'secret-power', 'mud-sport', 'odor-sleuth', 'rock-tomb', 'natural-gift', 'earth-power', 'giga-impact', 'avalanche', 'ice-fang', 'mud-bomb', 'stone-edge', 'captivate', 'stealth-rock', 'round', 'bulldoze', 'confide']"
222,corsola,"['headbutt', 'tackle', 'body-slam', 'double-edge', 'mist', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'strength', 'earthquake', 'dig', 'toxic', 'psychic', 'mimic', 'screech', 'double-team', 'recover', 'harden', 'confuse-ray', 'defense-curl', 'barrier', 'light-screen', 'reflect', 'bide', 'self-destruct', 'spike-cannon', 'amnesia', 'bubble', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'mirror-coat', 'ancient-power', 'shadow-ball', 'rock-smash', 'whirlpool', 'hail', 'facade', 'nature-power', 'ingrain', 'magic-coat', 'endeavor', 'refresh', 'secret-power', 'camouflage', 'rock-tomb', 'icicle-spear', 'iron-defense', 'calm-mind', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'lucky-chant', 'sucker-punch', 'aqua-ring', 'rock-polish', 'power-gem', 'earth-power', 'stone-edge', 'captivate', 'stealth-rock', 'head-smash', 'round', 'scald', 'bulldoze', 'confide']"
223,remoraid,"['double-edge', 'supersonic', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'aurora-beam', 'hyper-beam', 'string-shot', 'thunder-wave', 'toxic', 'psychic', 'mimic', 'screech', 'double-team', 'defense-curl', 'haze', 'focus-energy', 'fire-blast', 'waterfall', 'swift', 'rest', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'octazooka', 'icy-wind', 'lock-on', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'whirlpool', 'facade', 'secret-power', 'dive', 'water-spout', 'signal-beam', 'bullet-seed', 'bounce', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'seed-bomb', 'gunk-shot', 'captivate', 'charge-beam', 'smack-down', 'soak', 'acid-spray', 'entrainment', 'round', 'scald', 'incinerate', 'confide']"
224,octillery,"['bind', 'double-edge', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'aurora-beam', 'hyper-beam', 'seismic-toss', 'string-shot', 'thunder-wave', 'toxic', 'psychic', 'mimic', 'double-team', 'defense-curl', 'focus-energy', 'fire-blast', 'waterfall', 'swift', 'constrict', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'octazooka', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'whirlpool', 'facade', 'secret-power', 'dive', 'signal-beam', 'bullet-seed', 'bounce', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'payback', 'wring-out', 'seed-bomb', 'energy-ball', 'giga-impact', 'flash-cannon', 'gunk-shot', 'captivate', 'charge-beam', 'smack-down', 'sludge-wave', 'soak', 'round', 'scald', 'incinerate', 'confide']"
225,delibird,"['mega-punch', 'ice-punch', 'fly', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'ice-beam', 'blizzard', 'aurora-beam', 'counter', 'seismic-toss', 'toxic', 'quick-attack', 'mimic', 'double-team', 'swift', 'sky-attack', 'splash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'spikes', 'destiny-bond', 'icy-wind', 'detect', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'present', 'frustration', 'rapid-spin', 'hidden-power', 'rain-dance', 'future-sight', 'fake-out', 'hail', 'facade', 'focus-punch', 'recycle', 'brick-break', 'secret-power', 'ice-ball', 'signal-beam', 'aerial-ace', 'bounce', 'water-pulse', 'natural-gift', 'pluck', 'fling', 'seed-bomb', 'avalanche', 'ice-shard', 'defog', 'gunk-shot', 'captivate', 'round', 'bestow', 'frost-breath', 'freeze-dry', 'confide', 'power-up-punch']"
226,mantine,"['wing-attack', 'slam', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'supersonic', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'string-shot', 'earthquake', 'toxic', 'agility', 'mimic', 'double-team', 'confuse-ray', 'haze', 'waterfall', 'swift', 'amnesia', 'bubble', 'splash', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'twister', 'rain-dance', 'mirror-coat', 'whirlpool', 'hail', 'facade', 'helping-hand', 'secret-power', 'dive', 'mud-sport', 'air-cutter', 'rock-tomb', 'signal-beam', 'bullet-seed', 'aerial-ace', 'bounce', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'tailwind', 'aqua-ring', 'aqua-tail', 'seed-bomb', 'air-slash', 'giga-impact', 'defog', 'gunk-shot', 'iron-head', 'captivate', 'wide-guard', 'round', 'scald', 'acrobatics', 'bulldoze', 'confide']"
227,skarmory,"['swords-dance', 'cut', 'whirlwind', 'fly', 'sand-attack', 'fury-attack', 'double-edge', 'leer', 'roar', 'peck', 'drill-peck', 'counter', 'toxic', 'agility', 'mimic', 'double-team', 'swift', 'sky-attack', 'flash', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'spikes', 'icy-wind', 'detect', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'metal-claw', 'hidden-power', 'twister', 'sunny-day', 'rock-smash', 'torment', 'facade', 'taunt', 'secret-power', 'air-cutter', 'rock-tomb', 'metal-sound', 'aerial-ace', 'iron-defense', 'roost', 'natural-gift', 'feint', 'pluck', 'tailwind', 'payback', 'assurance', 'guard-swap', 'dark-pulse', 'night-slash', 'air-slash', 'x-scissor', 'brave-bird', 'flash-cannon', 'defog', 'iron-head', 'captivate', 'stealth-rock', 'ominous-wind', 'autotomize', 'round', 'sky-drop', 'confide']"
